opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00018269,,ACC008691,Opportunity 18269,Qualifizierung,28923.3,74.2,2022-07-16,2022-01-18,Empfehlung,Bestandskunde - Upgrade,13632
OPP00018270,,ACC011043,Opportunity 18270,Verhandlung,4977.63,63.4,2021-11-19,2021-07-14,Messe,Neukunde,666
OPP00018271,18271,ACC008384,Opportunity 18271,Closed Won,9174.53,100.0,2025-12-10,2025-06-22,Empfehlung,Bestandskunde - Upgrade,12184
OPP00018272,18272,ACC019922,Opportunity 18272,Closed Won,12061.52,100.0,2022-12-09,2022-10-20,Social Media,Bestandskunde - Zusatzprodukt,11393
OPP00018273,,ACC018264,Opportunity 18273,Verhandlung,15427.29,57.2,2022-01-26,2021-09-21,Partner,Neukunde,4770
OPP00018274,,ACC013507,Opportunity 18274,Closed Lost,28948.28,0.0,2023-06-03,2022-12-27,Empfehlung,Neukunde,9655
OPP00018275,,ACC018358,Opportunity 18275,Closed Lost,49739.99,0.0,2022-09-29,2022-06-25,Webseite,Bestandskunde - Zusatzprodukt,7079
OPP00018276,,ACC004341,Opportunity 18276,Closed Lost,24681.98,0.0,2023-08-08,2023-05-25,Telefonakquise,Bestandskunde - Zusatzprodukt,10573
OPP00018277,,ACC012225,Opportunity 18277,Qualifizierung,44627.44,55.6,2021-07-30,2021-04-13,Empfehlung,Neukunde,
OPP00018278,18278,ACC012756,Opportunity 18278,Closed Won,9130.78,100.0,2021-06-27,2021-01-04,Partner,Bestandskunde - Zusatzprodukt,2449
OPP00018279,,ACC015094,Opportunity 18279,Verhandlung,13133.56,25.0,2024-10-27,2024-06-23,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018280,18280,ACC016741,Opportunity 18280,Closed Won,4694.78,100.0,2024-02-20,2024-01-03,Webseite,Bestandskunde - Upgrade,14386
OPP00018281,,ACC002164,Opportunity 18281,Closed Lost,5077.45,0.0,2023-08-10,2023-07-02,Webseite,Bestandskunde - Upgrade,
OPP00018282,,ACC019887,Opportunity 18282,Angebot,45640.79,18.4,2022-02-23,2021-09-08,Social Media,Neukunde,
OPP00018283,,ACC019090,Opportunity 18283,Interessent,31933.82,26.7,2025-04-05,2024-12-11,Messe,Bestandskunde - Upgrade,15032
OPP00018284,,ACC017532,Opportunity 18284,Verhandlung,25592.65,44.8,2024-07-06,2024-02-11,Empfehlung,Bestandskunde - Zusatzprodukt,4342
OPP00018285,,ACC007312,Opportunity 18285,Interessent,12634.24,64.0,2024-09-14,2024-05-28,Messe,Neukunde,10290
OPP00018286,18286,ACC013935,Opportunity 18286,Closed Won,2711.9,100.0,2022-12-11,2022-10-14,Messe,Neukunde,2943
OPP00018287,18287,ACC003274,Opportunity 18287,Closed Won,32263.66,100.0,2024-05-30,2024-01-12,Empfehlung,Neukunde,
OPP00018288,18288,ACC009435,Opportunity 18288,Closed Won,23986.96,100.0,2025-02-28,2024-10-23,Social Media,Bestandskunde - Upgrade,
OPP00018289,,ACC002052,Opportunity 18289,Angebot,3055.82,75.3,2022-01-27,2021-11-06,Telefonakquise,Bestandskunde - Zusatzprodukt,7777
OPP00018290,,ACC014872,Opportunity 18290,Angebot,31572.2,43.5,2022-12-22,2022-09-12,Telefonakquise,Neukunde,2904
OPP00018291,18291,ACC009689,Opportunity 18291,Closed Won,22507.0,100.0,2023-02-02,2022-11-03,Telefonakquise,Bestandskunde - Zusatzprodukt,10323
OPP00018292,,ACC014143,Opportunity 18292,Qualifizierung,35750.6,39.2,2023-12-06,2023-10-03,Social Media,Neukunde,6390
OPP00018293,,ACC003321,Opportunity 18293,Qualifizierung,9644.35,70.0,2024-02-16,2023-09-10,Empfehlung,Neukunde,3322
OPP00018294,,ACC015504,Opportunity 18294,Closed Lost,10165.39,0.0,2023-04-03,2022-12-10,Empfehlung,Bestandskunde - Upgrade,1037
OPP00018295,18295,ACC009607,Opportunity 18295,Closed Won,14294.78,100.0,2023-12-24,2023-11-22,Messe,Neukunde,11659
OPP00018296,,ACC001658,Opportunity 18296,Angebot,30347.36,79.0,2023-11-18,2023-10-01,Social Media,Bestandskunde - Zusatzprodukt,4480
OPP00018297,,ACC014585,Opportunity 18297,Angebot,34413.64,22.2,2022-02-22,2021-12-17,Telefonakquise,Neukunde,
OPP00018298,,ACC018222,Opportunity 18298,Qualifizierung,8993.43,74.7,2022-05-10,2022-01-21,Empfehlung,Neukunde,
OPP00018299,18299,ACC000948,Opportunity 18299,Closed Won,22298.38,100.0,2025-02-01,2024-08-31,Webseite,Bestandskunde - Zusatzprodukt,6789
OPP00018300,,ACC010916,Opportunity 18300,Verhandlung,20351.85,17.0,2022-10-15,2022-08-05,Telefonakquise,Neukunde,
OPP00018301,,ACC009132,Opportunity 18301,Verhandlung,18990.99,54.1,2024-07-04,2024-01-24,Empfehlung,Bestandskunde - Upgrade,
OPP00018302,,ACC000158,Opportunity 18302,Interessent,34382.75,67.4,2024-06-29,2024-02-25,Empfehlung,Bestandskunde - Zusatzprodukt,14343
OPP00018303,,ACC018699,Opportunity 18303,Closed Lost,14446.52,0.0,2025-05-26,2025-01-22,Messe,Bestandskunde - Zusatzprodukt,462
OPP00018304,18304,ACC009801,Opportunity 18304,Closed Won,27679.54,100.0,2025-05-25,2025-03-20,Webseite,Neukunde,
OPP00018305,,ACC008820,Opportunity 18305,Angebot,2890.37,22.2,2024-01-18,2023-08-12,Webseite,Neukunde,12439
OPP00018306,,ACC000214,Opportunity 18306,Closed Lost,49728.08,0.0,2025-04-05,2025-01-30,Messe,Bestandskunde - Upgrade,2488
OPP00018307,,ACC017489,Opportunity 18307,Interessent,41960.47,61.1,2022-06-29,2022-04-27,Messe,Neukunde,
OPP00018308,,ACC001855,Opportunity 18308,Angebot,23705.73,39.9,2025-06-25,2025-02-04,Telefonakquise,Bestandskunde - Zusatzprodukt,11926
OPP00018309,,ACC005828,Opportunity 18309,Angebot,7114.42,38.4,2024-01-20,2023-12-18,Messe,Bestandskunde - Upgrade,3393
OPP00018310,,ACC014265,Opportunity 18310,Qualifizierung,37533.21,54.6,2023-04-24,2022-11-05,Social Media,Neukunde,
OPP00018311,,ACC002404,Opportunity 18311,Angebot,28248.69,65.8,2022-11-10,2022-07-08,Telefonakquise,Neukunde,
OPP00018312,,ACC006628,Opportunity 18312,Angebot,11206.76,67.3,2021-10-03,2021-08-21,Partner,Bestandskunde - Upgrade,4108
OPP00018313,,ACC009342,Opportunity 18313,Verhandlung,14239.36,48.4,2024-06-11,2024-04-18,Partner,Neukunde,11200
OPP00018314,18314,ACC008621,Opportunity 18314,Closed Won,47268.16,100.0,2025-05-22,2025-03-29,Webseite,Bestandskunde - Zusatzprodukt,5178
OPP00018315,,ACC019821,Opportunity 18315,Interessent,11667.26,33.3,2022-09-20,2022-06-26,Messe,Bestandskunde - Zusatzprodukt,3989
OPP00018316,18316,ACC015209,Opportunity 18316,Closed Won,41057.15,100.0,2022-04-09,2022-01-16,Webseite,Bestandskunde - Upgrade,901
OPP00018317,,ACC005524,Opportunity 18317,Verhandlung,47695.47,62.1,2025-05-14,2025-03-05,Partner,Bestandskunde - Upgrade,5550
OPP00018318,,ACC002492,Opportunity 18318,Angebot,12036.03,53.0,2025-03-29,2025-02-24,Telefonakquise,Bestandskunde - Zusatzprodukt,9494
OPP00018319,,ACC013512,Opportunity 18319,Angebot,26178.53,55.0,2025-08-30,2025-06-20,Webseite,Bestandskunde - Zusatzprodukt,235
OPP00018320,18320,ACC009278,Opportunity 18320,Closed Won,4709.31,100.0,2023-11-30,2023-06-11,Webseite,Bestandskunde - Zusatzprodukt,7381
OPP00018321,,ACC013886,Opportunity 18321,Closed Lost,29784.31,0.0,2022-11-14,2022-09-27,Empfehlung,Bestandskunde - Zusatzprodukt,6071
OPP00018322,,ACC017499,Opportunity 18322,Verhandlung,38290.0,21.8,2022-06-26,2022-05-11,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018323,18323,ACC004460,Opportunity 18323,Closed Won,15689.41,100.0,2025-02-21,2024-12-04,Social Media,Bestandskunde - Upgrade,
OPP00018324,,ACC000518,Opportunity 18324,Qualifizierung,39786.4,34.5,2024-04-04,2024-02-19,Partner,Bestandskunde - Zusatzprodukt,10848
OPP00018325,18325,ACC010943,Opportunity 18325,Closed Won,8319.58,100.0,2025-07-04,2025-04-18,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018326,18326,ACC008191,Opportunity 18326,Closed Won,35526.34,100.0,2021-10-24,2021-05-31,Messe,Bestandskunde - Upgrade,12017
OPP00018327,,ACC013077,Opportunity 18327,Angebot,30812.43,53.3,2022-08-19,2022-02-27,Messe,Bestandskunde - Upgrade,2006
OPP00018328,,ACC001612,Opportunity 18328,Verhandlung,41385.19,27.2,2024-05-14,2024-03-01,Partner,Bestandskunde - Zusatzprodukt,2088
OPP00018329,,ACC016200,Opportunity 18329,Qualifizierung,23627.8,60.9,2025-03-21,2024-11-25,Telefonakquise,Bestandskunde - Upgrade,13911
OPP00018330,,ACC007548,Opportunity 18330,Verhandlung,30911.97,70.7,2022-10-01,2022-07-05,Webseite,Bestandskunde - Upgrade,
OPP00018331,,ACC000450,Opportunity 18331,Verhandlung,48599.95,27.2,2021-11-15,2021-10-04,Partner,Neukunde,
OPP00018332,18332,ACC000945,Opportunity 18332,Closed Won,32692.09,100.0,2024-12-26,2024-08-24,Social Media,Neukunde,
OPP00018333,,ACC004819,Opportunity 18333,Closed Lost,35419.72,0.0,2021-07-29,2021-05-29,Messe,Bestandskunde - Zusatzprodukt,3639
OPP00018334,,ACC017395,Opportunity 18334,Closed Lost,32633.7,0.0,2024-06-07,2024-02-09,Messe,Neukunde,8319
OPP00018335,,ACC009740,Opportunity 18335,Interessent,1769.1,46.7,2024-01-16,2023-09-28,Social Media,Bestandskunde - Upgrade,163
OPP00018336,,ACC009157,Opportunity 18336,Interessent,5897.6,11.3,2023-08-08,2023-03-31,Telefonakquise,Bestandskunde - Upgrade,12490
OPP00018337,18337,ACC013584,Opportunity 18337,Closed Won,17017.67,100.0,2023-01-07,2022-08-18,Webseite,Bestandskunde - Zusatzprodukt,4401
OPP00018338,18338,ACC012404,Opportunity 18338,Closed Won,3648.21,100.0,2023-10-29,2023-07-15,Webseite,Bestandskunde - Upgrade,
OPP00018339,,ACC004667,Opportunity 18339,Qualifizierung,10443.11,18.3,2024-05-30,2024-03-29,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018340,,ACC017999,Opportunity 18340,Qualifizierung,10918.1,60.7,2021-03-17,2021-01-14,Webseite,Neukunde,15126
OPP00018341,,ACC000794,Opportunity 18341,Angebot,26613.81,45.3,2022-02-27,2022-01-01,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018342,,ACC008568,Opportunity 18342,Angebot,47748.67,41.3,2024-10-13,2024-07-07,Messe,Bestandskunde - Zusatzprodukt,11722
OPP00018343,,ACC010543,Opportunity 18343,Angebot,49684.16,33.8,2025-04-12,2024-11-06,Messe,Neukunde,
OPP00018344,,ACC009088,Opportunity 18344,Closed Lost,14301.93,0.0,2021-11-03,2021-08-31,Social Media,Neukunde,10406
OPP00018345,,ACC011983,Opportunity 18345,Verhandlung,26496.42,15.9,2025-02-04,2024-09-28,Empfehlung,Bestandskunde - Upgrade,5570
OPP00018346,,ACC012036,Opportunity 18346,Closed Lost,36773.75,0.0,2024-08-29,2024-05-11,Partner,Bestandskunde - Zusatzprodukt,2317
OPP00018347,,ACC002238,Opportunity 18347,Verhandlung,33399.75,17.8,2024-01-12,2023-09-08,Social Media,Neukunde,8124
OPP00018348,,ACC008685,Opportunity 18348,Qualifizierung,43653.62,21.4,2024-01-04,2023-08-21,Partner,Bestandskunde - Zusatzprodukt,15813
OPP00018349,,ACC012907,Opportunity 18349,Angebot,35608.59,76.2,2023-08-07,2023-04-05,Partner,Bestandskunde - Upgrade,3334
OPP00018350,,ACC015296,Opportunity 18350,Closed Lost,12423.44,0.0,2025-05-09,2024-12-13,Partner,Bestandskunde - Zusatzprodukt,8235
OPP00018351,18351,ACC008236,Opportunity 18351,Closed Won,11035.02,100.0,2022-02-09,2021-10-16,Social Media,Bestandskunde - Upgrade,12078
OPP00018352,18352,ACC009634,Opportunity 18352,Closed Won,41786.93,100.0,2025-03-20,2025-02-12,Telefonakquise,Neukunde,14772
OPP00018353,18353,ACC006998,Opportunity 18353,Closed Won,47774.33,100.0,2025-01-07,2024-11-18,Empfehlung,Bestandskunde - Upgrade,12047
OPP00018354,,ACC017520,Opportunity 18354,Angebot,22052.23,70.9,2023-03-17,2023-01-08,Webseite,Bestandskunde - Upgrade,7153
OPP00018355,,ACC003137,Opportunity 18355,Angebot,48216.67,61.6,2025-06-03,2025-04-25,Telefonakquise,Bestandskunde - Zusatzprodukt,3972
OPP00018356,18356,ACC011873,Opportunity 18356,Closed Won,25804.41,100.0,2022-07-27,2022-05-18,Social Media,Bestandskunde - Zusatzprodukt,
OPP00018357,,ACC010354,Opportunity 18357,Closed Lost,7145.88,0.0,2022-05-27,2022-04-27,Messe,Bestandskunde - Upgrade,4303
OPP00018358,18358,ACC001956,Opportunity 18358,Closed Won,5071.64,100.0,2023-09-05,2023-05-10,Messe,Bestandskunde - Zusatzprodukt,
OPP00018359,18359,ACC012062,Opportunity 18359,Closed Won,43671.94,100.0,2022-12-26,2022-11-05,Messe,Bestandskunde - Zusatzprodukt,
OPP00018360,,ACC005579,Opportunity 18360,Interessent,16748.97,24.1,2023-07-04,2023-05-15,Partner,Bestandskunde - Upgrade,12411
OPP00018361,,ACC018681,Opportunity 18361,Interessent,25649.8,48.6,2023-03-31,2022-11-07,Social Media,Bestandskunde - Upgrade,6215
OPP00018362,18362,ACC001057,Opportunity 18362,Closed Won,32747.64,100.0,2023-10-10,2023-09-06,Messe,Bestandskunde - Upgrade,2435
OPP00018363,,ACC016335,Opportunity 18363,Closed Lost,11929.2,0.0,2022-07-02,2022-03-20,Telefonakquise,Bestandskunde - Upgrade,11785
OPP00018364,18364,ACC019357,Opportunity 18364,Closed Won,22010.77,100.0,2024-03-03,2023-12-08,Telefonakquise,Neukunde,9718
OPP00018365,18365,ACC014385,Opportunity 18365,Closed Won,44545.69,100.0,2022-09-11,2022-05-31,Telefonakquise,Neukunde,14229
OPP00018366,,ACC000017,Opportunity 18366,Closed Lost,14048.14,0.0,2025-06-06,2024-12-14,Messe,Bestandskunde - Zusatzprodukt,
OPP00018367,,ACC012612,Opportunity 18367,Angebot,49981.59,32.3,2023-11-28,2023-08-13,Messe,Bestandskunde - Upgrade,1325
OPP00018368,,ACC001998,Opportunity 18368,Qualifizierung,41990.15,32.6,2024-03-02,2023-12-23,Social Media,Bestandskunde - Upgrade,4133
OPP00018369,,ACC000334,Opportunity 18369,Verhandlung,2963.56,50.3,2021-04-29,2021-01-20,Messe,Bestandskunde - Zusatzprodukt,
OPP00018370,,ACC002413,Opportunity 18370,Interessent,28990.25,40.1,2022-08-15,2022-03-11,Messe,Bestandskunde - Upgrade,
OPP00018371,,ACC012017,Opportunity 18371,Verhandlung,8618.05,52.2,2023-11-22,2023-07-05,Partner,Bestandskunde - Upgrade,3698
OPP00018372,,ACC000203,Opportunity 18372,Qualifizierung,35818.41,67.4,2025-05-30,2025-01-29,Messe,Neukunde,
OPP00018373,18373,ACC006259,Opportunity 18373,Closed Won,41688.42,100.0,2022-05-28,2021-12-21,Webseite,Neukunde,8418
OPP00018374,,ACC002795,Opportunity 18374,Angebot,9776.54,41.4,2021-09-23,2021-06-28,Partner,Bestandskunde - Zusatzprodukt,7640
OPP00018375,,ACC008784,Opportunity 18375,Verhandlung,20439.41,52.6,2021-10-29,2021-09-29,Empfehlung,Bestandskunde - Upgrade,10758
OPP00018376,18376,ACC011865,Opportunity 18376,Closed Won,12556.49,100.0,2021-05-20,2021-04-15,Social Media,Bestandskunde - Zusatzprodukt,
OPP00018377,,ACC016909,Opportunity 18377,Qualifizierung,37144.66,19.4,2025-02-10,2024-11-12,Telefonakquise,Bestandskunde - Zusatzprodukt,5302
OPP00018378,,ACC012891,Opportunity 18378,Qualifizierung,35185.76,52.4,2021-10-20,2021-06-03,Messe,Bestandskunde - Zusatzprodukt,
OPP00018379,,ACC000552,Opportunity 18379,Angebot,10022.81,42.1,2023-11-28,2023-06-04,Telefonakquise,Neukunde,10015
OPP00018380,18380,ACC009999,Opportunity 18380,Closed Won,10225.29,100.0,2023-11-13,2023-09-24,Empfehlung,Neukunde,
OPP00018381,18381,ACC008802,Opportunity 18381,Closed Won,10822.93,100.0,2022-05-01,2021-12-21,Messe,Bestandskunde - Upgrade,11802
OPP00018382,,ACC001848,Opportunity 18382,Qualifizierung,25443.69,74.1,2021-07-22,2021-01-29,Messe,Bestandskunde - Zusatzprodukt,14405
OPP00018383,18383,ACC011358,Opportunity 18383,Closed Won,41659.63,100.0,2023-07-20,2023-02-07,Messe,Bestandskunde - Upgrade,
OPP00018384,,ACC005394,Opportunity 18384,Qualifizierung,36776.92,17.6,2023-10-18,2023-07-14,Social Media,Bestandskunde - Zusatzprodukt,
OPP00018385,,ACC019034,Opportunity 18385,Verhandlung,10985.73,22.3,2021-09-09,2021-03-22,Social Media,Bestandskunde - Upgrade,14319
OPP00018386,,ACC007720,Opportunity 18386,Qualifizierung,11848.38,18.7,2022-10-15,2022-06-08,Partner,Neukunde,11846
OPP00018387,18387,ACC015098,Opportunity 18387,Closed Won,19947.5,100.0,2023-08-18,2023-03-11,Partner,Bestandskunde - Zusatzprodukt,8929
OPP00018388,,ACC007963,Opportunity 18388,Closed Lost,44169.16,0.0,2021-09-11,2021-08-08,Empfehlung,Neukunde,
OPP00018389,18389,ACC019455,Opportunity 18389,Closed Won,9302.11,100.0,2022-10-30,2022-05-31,Empfehlung,Neukunde,10151
OPP00018390,,ACC000073,Opportunity 18390,Verhandlung,24006.64,68.2,2021-11-05,2021-09-20,Partner,Neukunde,13036
OPP00018391,18391,ACC002184,Opportunity 18391,Closed Won,16373.63,100.0,2025-06-02,2025-05-02,Social Media,Bestandskunde - Upgrade,9593
OPP00018392,18392,ACC019187,Opportunity 18392,Closed Won,25938.12,100.0,2022-01-13,2021-11-28,Social Media,Neukunde,3570
OPP00018393,18393,ACC014534,Opportunity 18393,Closed Won,2795.25,100.0,2021-12-31,2021-08-15,Telefonakquise,Bestandskunde - Upgrade,
OPP00018394,,ACC016093,Opportunity 18394,Verhandlung,26184.44,12.7,2024-05-11,2023-12-20,Social Media,Bestandskunde - Zusatzprodukt,8439
OPP00018395,,ACC006163,Opportunity 18395,Qualifizierung,42998.26,30.3,2021-08-11,2021-06-14,Messe,Neukunde,5821
OPP00018396,,ACC009636,Opportunity 18396,Angebot,36815.15,69.3,2024-09-29,2024-05-02,Partner,Bestandskunde - Zusatzprodukt,8321
OPP00018397,,ACC002911,Opportunity 18397,Qualifizierung,12959.44,55.0,2023-02-07,2022-10-16,Social Media,Bestandskunde - Upgrade,5058
OPP00018398,,ACC009397,Opportunity 18398,Closed Lost,48435.45,0.0,2025-06-29,2025-01-25,Webseite,Neukunde,
OPP00018399,,ACC016541,Opportunity 18399,Interessent,33618.41,52.6,2021-11-21,2021-10-15,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00018400,,ACC005055,Opportunity 18400,Qualifizierung,46892.37,66.0,2021-10-22,2021-08-02,Social Media,Neukunde,15097
OPP00018401,18401,ACC011304,Opportunity 18401,Closed Won,2221.74,100.0,2021-06-16,2021-01-18,Webseite,Bestandskunde - Zusatzprodukt,14811
OPP00018402,,ACC016000,Opportunity 18402,Interessent,19339.11,23.2,2024-03-10,2023-11-26,Partner,Neukunde,
OPP00018403,18403,ACC018517,Opportunity 18403,Closed Won,21007.18,100.0,2025-08-14,2025-06-28,Partner,Bestandskunde - Zusatzprodukt,
OPP00018404,,ACC017196,Opportunity 18404,Qualifizierung,22185.77,17.1,2022-04-23,2022-02-09,Partner,Neukunde,5391
OPP00018405,18405,ACC016622,Opportunity 18405,Closed Won,3497.27,100.0,2023-01-16,2022-11-11,Telefonakquise,Bestandskunde - Zusatzprodukt,
OPP00018406,,ACC005479,Opportunity 18406,Verhandlung,12800.31,51.9,2022-01-05,2021-07-28,Telefonakquise,Bestandskunde - Zusatzprodukt,2317
OPP00018407,18407,ACC003569,Opportunity 18407,Closed Won,2672.86,100.0,2025-08-05,2025-02-19,Webseite,Neukunde,3400
OPP00018408,,ACC013800,Opportunity 18408,Interessent,21987.53,53.2,2024-06-02,2024-01-14,Empfehlung,Bestandskunde - Zusatzprodukt,14186
OPP00018409,18409,ACC012781,Opportunity 18409,Closed Won,18274.3,100.0,2025-02-15,2024-09-04,Messe,Neukunde,3390
OPP00018410,18410,ACC018625,Opportunity 18410,Closed Won,22905.74,100.0,2023-10-26,2023-09-23,Messe,Neukunde,7053
OPP00018411,18411,ACC017264,Opportunity 18411,Closed Won,9644.4,100.0,2021-10-13,2021-08-15,Empfehlung,Bestandskunde - Zusatzprodukt,11295
OPP00018412,,ACC018681,Opportunity 18412,Qualifizierung,46595.48,40.6,2025-06-12,2025-02-16,Messe,Bestandskunde - Upgrade,
OPP00018413,,ACC003743,Opportunity 18413,Angebot,19586.69,17.8,2025-03-08,2024-10-23,Messe,Bestandskunde - Zusatzprodukt,12737
OPP00018414,18414,ACC014565,Opportunity 18414,Closed Won,11596.04,100.0,2021-08-18,2021-04-21,Messe,Neukunde,
OPP00018415,,ACC004807,Opportunity 18415,Qualifizierung,12913.75,33.4,2022-07-25,2022-02-27,Empfehlung,Bestandskunde - Zusatzprodukt,4532
OPP00018416,,ACC012740,Opportunity 18416,Interessent,32835.61,47.9,2024-05-04,2023-11-21,Webseite,Bestandskunde - Upgrade,
OPP00018417,,ACC012040,Opportunity 18417,Qualifizierung,46940.54,36.6,2021-06-13,2021-04-09,Empfehlung,Bestandskunde - Upgrade,
OPP00018418,18418,ACC013977,Opportunity 18418,Closed Won,16427.84,100.0,2023-09-17,2023-05-12,Messe,Neukunde,11903
OPP00018419,,ACC009056,Opportunity 18419,Interessent,6994.06,17.4,2021-12-05,2021-08-16,Partner,Bestandskunde - Upgrade,2710
OPP00018420,18420,ACC008086,Opportunity 18420,Closed Won,19787.6,100.0,2024-10-09,2024-07-16,Webseite,Bestandskunde - Zusatzprodukt,1269
OPP00018421,,ACC012690,Opportunity 18421,Closed Lost,8715.46,0.0,2022-08-06,2022-04-13,Empfehlung,Neukunde,
OPP00018422,,ACC016763,Opportunity 18422,Angebot,12288.13,24.6,2022-02-13,2021-10-16,Partner,Bestandskunde - Zusatzprodukt,
OPP00018423,,ACC017606,Opportunity 18423,Qualifizierung,5604.97,14.9,2022-05-11,2022-03-12,Telefonakquise,Bestandskunde - Zusatzprodukt,4602
OPP00018424,18424,ACC004735,Opportunity 18424,Closed Won,11106.7,100.0,2021-11-17,2021-06-16,Messe,Neukunde,6445
OPP00018425,,ACC014965,Opportunity 18425,Interessent,43674.93,29.2,2025-03-04,2025-01-10,Webseite,Bestandskunde - Upgrade,4405
OPP00018426,,ACC009902,Opportunity 18426,Angebot,46109.78,22.2,2025-03-17,2025-01-26,Social Media,Neukunde,13495
OPP00018427,,ACC012418,Opportunity 18427,Qualifizierung,21271.97,14.0,2025-06-20,2025-03-21,Empfehlung,Bestandskunde - Upgrade,15131
OPP00018428,,ACC003741,Opportunity 18428,Angebot,5403.76,62.4,2023-10-04,2023-07-22,Webseite,Bestandskunde - Zusatzprodukt,
OPP00018429,,ACC017433,Opportunity 18429,Qualifizierung,27386.21,68.6,2024-05-30,2024-02-02,Webseite,Neukunde,5653
OPP00018430,18430,ACC003662,Opportunity 18430,Closed Won,5382.35,100.0,2024-11-16,2024-08-18,Social Media,Neukunde,
OPP00018431,18431,ACC019369,Opportunity 18431,Closed Won,48907.06,100.0,2023-06-22,2023-01-05,Telefonakquise,Bestandskunde - Upgrade,617
OPP00018432,18432,ACC014376,Opportunity 18432,Closed Won,14821.12,100.0,2021-12-16,2021-08-20,Telefonakquise,Neukunde,2267
OPP00018433,18433,ACC005789,Opportunity 18433,Closed Won,32976.97,100.0,2022-02-28,2021-12-14,Messe,Bestandskunde - Zusatzprodukt,6325
OPP00018434,,ACC009609,Opportunity 18434,Angebot,43489.52,66.3,2022-04-27,2021-12-29,Social Media,Bestandskunde - Zusatzprodukt,
OPP00018435,,ACC006534,Opportunity 18435,Angebot,4303.22,63.2,2021-03-21,2021-01-10,Telefonakquise,Neukunde,10520
OPP00018436,,ACC012904,Opportunity 18436,Angebot,5159.53,31.5,2024-08-21,2024-07-18,Social Media,Bestandskunde - Zusatzprodukt,
OPP00018437,18437,ACC003617,Opportunity 18437,Closed Won,41109.92,100.0,2021-09-08,2021-05-12,Partner,Bestandskunde - Zusatzprodukt,
OPP00018438,,ACC010645,Opportunity 18438,Closed Lost,33759.85,0.0,2024-03-27,2023-11-09,Telefonakquise,Bestandskunde - Upgrade,12184
OPP00018439,,ACC008784,Opportunity 18439,Angebot,33173.36,61.3,2022-02-06,2021-12-02,Social Media,Bestandskunde - Upgrade,
OPP00018440,,ACC003285,Opportunity 18440,Interessent,8286.07,56.9,2023-05-20,2023-03-08,Social Media,Bestandskunde - Upgrade,5979
OPP00018441,18441,ACC001079,Opportunity 18441,Closed Won,47395.0,100.0,2022-04-05,2022-02-03,Messe,Neukunde,
OPP00018442,,ACC016038,Opportunity 18442,Verhandlung,43922.24,32.7,2025-01-24,2024-11-06,Social Media,Neukunde,15591
OPP00018443,,ACC000017,Opportunity 18443,Angebot,17546.96,77.9,2021-12-31,2021-09-28,Partner,Bestandskunde - Upgrade,
OPP00018444,,ACC010035,Opportunity 18444,Closed Lost,2815.61,0.0,2023-02-02,2022-08-25,Empfehlung,Bestandskunde - Upgrade,9900
OPP00018445,18445,ACC000780,Opportunity 18445,Closed Won,44342.64,100.0,2025-08-05,2025-05-29,Messe,Bestandskunde - Zusatzprodukt,
OPP00018446,,ACC016785,Opportunity 18446,Verhandlung,22115.41,42.7,2023-02-26,2022-09-02,Webseite,Neukunde,2843
OPP00018447,,ACC006947,Opportunity 18447,Verhandlung,32976.38,71.6,2025-02-12,2024-10-13,Webseite,Bestandskunde - Zusatzprodukt,11366
OPP00018448,,ACC010606,Opportunity 18448,Verhandlung,19185.9,73.4,2022-02-09,2022-01-03,Social Media,Bestandskunde - Zusatzprodukt,4975
OPP00018449,18449,ACC014492,Opportunity 18449,Closed Won,26344.23,100.0,2023-11-02,2023-07-09,Telefonakquise,Bestandskunde - Upgrade,284
OPP00018450,,ACC014518,Opportunity 18450,Closed Lost,34009.71,0.0,2023-12-04,2023-07-18,Webseite,Bestandskunde - Zusatzprodukt,981
OPP00018451,,ACC009757,Opportunity 18451,Angebot,24131.78,24.6,2023-02-24,2022-10-29,Social Media,Bestandskunde - Upgrade,
OPP00018452,,ACC006990,Opportunity 18452,Closed Lost,29563.86,0.0,2024-12-03,2024-09-28,Messe,Bestandskunde - Zusatzprodukt,4159
OPP00018453,18453,ACC007291,Opportunity 18453,Closed Won,16116.42,100.0,2025-03-02,2024-11-02,Partner,Bestandskunde - Zusatzprodukt,14513
OPP00018454,18454,ACC000625,Opportunity 18454,Closed Won,34395.08,100.0,2024-06-09,2024-04-15,Telefonakquise,Neukunde,15210
OPP00018455,,ACC008897,Opportunity 18455,Angebot,22029.46,48.6,2024-10-31,2024-08-31,Messe,Neukunde,7530
OPP00018456,18456,ACC010606,Opportunity 18456,Closed Won,14486.5,100.0,2024-03-01,2023-11-05,Partner,Bestandskunde - Zusatzprodukt,
OPP00018457,,ACC007552,Opportunity 18457,Interessent,4645.01,34.0,2024-05-06,2024-02-23,Telefonakquise,Bestandskunde - Zusatzprodukt,3858
