billing_id,customer_key,billing_date,billing_type,consumption_kwh,amount,payment_status
221726,5575,2025-02-15,Electricity,554,209.16,Bezahlt
221727,5575,2025-03-15,Electricity,408,171.37,Bezahlt
221728,5575,2025-04-15,Electricity,422,142.79,Bezahlt
221729,5575,2025-05-15,Electricity,423,161.38,Bezahlt
221730,5575,2025-06-15,Electricity,305,120.88,Bezahlt
221731,5576,2023-01-15,Electricity,446,169.97,Bezahlt
221732,5576,2023-02-15,Electricity,479,156.91,Bezahlt
221733,5576,2023-03-15,Electricity,455,164.59,Bezahlt
221734,5576,2023-04-15,Electricity,348,146.36,Bezahlt
221735,5576,2023-05-15,Electricity,346,123.95,Überfällig
221736,5576,2023-06-15,Electricity,307,129.79,Bezahlt
221737,5576,2023-07-15,Electricity,285,101.06,Bezahlt
221738,5576,2023-08-15,Electricity,299,120.09,Bezahlt
221739,5576,2023-09-15,Electricity,411,168.79,Bezahlt
221740,5576,2023-10-15,Electricity,406,153.79,Bezahlt
221741,5576,2023-11-15,Electricity,450,150.62,Bezahlt
221742,5576,2023-12-15,Electricity,596,206.8,Bezahlt
221743,5576,2024-01-15,Electricity,546,228.39,Bezahlt
221744,5576,2024-02-15,Electricity,534,217.03,Bezahlt
221745,5576,2024-03-15,Electricity,394,154.29,Bezahlt
221746,5576,2024-04-15,Electricity,390,150.25,Bezahlt
221747,5576,2024-05-15,Electricity,343,141.33,Bezahlt
221748,5576,2024-06-15,Electricity,283,105.31,Bezahlt
221749,5576,2024-07-15,Electricity,283,122.44,Bezahlt
221750,5576,2024-08-15,Electricity,262,107.07,Bezahlt
221751,5576,2024-09-15,Electricity,391,134.13,Bezahlt
221752,5576,2024-10-15,Electricity,405,142.24,Bezahlt
221753,5576,2024-11-15,Electricity,446,189.99,Bezahlt
221754,5576,2024-12-15,Electricity,621,240.1,Bezahlt
221755,5576,2025-01-15,Electricity,570,229.74,Bezahlt
221756,5576,2025-02-15,Electricity,579,242.72,Offen
221757,5576,2025-03-15,Electricity,387,132.84,Bezahlt
221758,5576,2025-04-15,Electricity,453,148.73,Offen
221759,5576,2025-05-15,Electricity,401,171.66,Offen
221760,5576,2025-06-15,Electricity,294,101.15,Bezahlt
221761,5577,2023-01-15,Electricity,254,105.22,Bezahlt
221762,5577,2023-01-15,Gas,856,103.53,Bezahlt
221763,5577,2023-02-15,Electricity,273,109.5,Bezahlt
221764,5577,2023-02-15,Gas,748,83.72,Bezahlt
221765,5577,2023-03-15,Electricity,282,124.67,Bezahlt
221766,5577,2023-03-15,Gas,824,113.52,Bezahlt
221767,5577,2023-04-15,Electricity,194,76.78,Bezahlt
221768,5577,2023-04-15,Gas,343,46.58,Bezahlt
221769,5577,2023-05-15,Electricity,259,101.02,Bezahlt
221770,5577,2023-05-15,Gas,229,38.22,Offen
221771,5577,2023-06-15,Electricity,188,83.13,Bezahlt
221772,5577,2023-06-15,Gas,106,20.94,Bezahlt
221773,5577,2023-07-15,Electricity,169,78.43,Bezahlt
221774,5577,2023-07-15,Gas,72,18.17,Bezahlt
221775,5577,2023-08-15,Electricity,161,76.52,Offen
221776,5577,2023-08-15,Gas,87,18.81,Bezahlt
221777,5577,2023-09-15,Electricity,202,91.39,Bezahlt
221778,5577,2023-09-15,Gas,148,27.84,Bezahlt
221779,5577,2023-10-15,Electricity,241,92.92,Bezahlt
221780,5577,2023-10-15,Gas,373,57.0,Bezahlt
221781,5577,2023-11-15,Electricity,253,111.28,Bezahlt
221782,5577,2023-11-15,Gas,761,81.04,Überfällig
221783,5577,2023-12-15,Electricity,345,120.02,Bezahlt
221784,5577,2023-12-15,Gas,645,91.95,Bezahlt
221785,5577,2024-01-15,Electricity,268,98.32,Bezahlt
221786,5577,2024-01-15,Gas,816,86.48,Bezahlt
221787,5577,2024-02-15,Electricity,306,128.78,Bezahlt
221788,5577,2024-02-15,Gas,952,109.5,Bezahlt
221789,5577,2024-03-15,Electricity,260,100.3,Bezahlt
221790,5577,2024-03-15,Gas,785,87.13,Bezahlt
221791,5577,2024-04-15,Electricity,195,72.47,Bezahlt
221792,5577,2024-04-15,Gas,354,46.66,Bezahlt
221793,5577,2024-05-15,Electricity,225,98.24,Bezahlt
221794,5577,2024-05-15,Gas,164,26.96,Bezahlt
221795,5577,2024-06-15,Electricity,190,84.18,Bezahlt
221796,5577,2024-06-15,Gas,91,17.46,Bezahlt
221797,5577,2024-07-15,Electricity,172,64.1,Bezahlt
221798,5577,2024-07-15,Gas,72,17.34,Bezahlt
221799,5577,2024-08-15,Electricity,152,64.11,Bezahlt
221800,5577,2024-08-15,Gas,62,14.74,Bezahlt
221801,5577,2024-09-15,Electricity,213,84.63,Bezahlt
221802,5577,2024-09-15,Gas,174,26.7,Bezahlt
221803,5577,2024-10-15,Electricity,233,98.48,Bezahlt
221804,5577,2024-10-15,Gas,337,51.41,Überfällig
221805,5577,2024-11-15,Electricity,306,119.64,Bezahlt
221806,5577,2024-11-15,Gas,737,84.07,Bezahlt
221807,5577,2024-12-15,Electricity,275,97.75,Bezahlt
221808,5577,2024-12-15,Gas,659,89.95,Bezahlt
221809,5577,2025-01-15,Electricity,282,111.98,Bezahlt
221810,5577,2025-01-15,Gas,1072,110.18,Bezahlt
221811,5577,2025-02-15,Electricity,287,125.47,Bezahlt
221812,5577,2025-02-15,Gas,834,107.48,Bezahlt
221813,5577,2025-03-15,Electricity,273,110.67,Bezahlt
221814,5577,2025-03-15,Gas,594,83.9,Bezahlt
221815,5577,2025-04-15,Electricity,232,98.39,Bezahlt
221816,5577,2025-04-15,Gas,340,52.86,Bezahlt
221817,5577,2025-05-15,Electricity,221,85.1,Bezahlt
221818,5577,2025-05-15,Gas,171,30.58,Bezahlt
221819,5577,2025-06-15,Electricity,171,68.88,Bezahlt
221820,5577,2025-06-15,Gas,111,19.94,Bezahlt
221821,5578,2023-01-15,Electricity,461,186.07,Bezahlt
221822,5578,2023-01-15,Gas,2370,303.41,Bezahlt
221823,5578,2023-02-15,Electricity,463,167.47,Bezahlt
221824,5578,2023-02-15,Gas,2574,334.59,Bezahlt
221825,5578,2023-03-15,Electricity,365,147.34,Überfällig
221826,5578,2023-03-15,Gas,1675,221.03,Bezahlt
221827,5578,2023-04-15,Electricity,363,150.2,Bezahlt
221828,5578,2023-04-15,Gas,1227,127.26,Bezahlt
221829,5578,2023-05-15,Electricity,305,131.14,Bezahlt
221830,5578,2023-05-15,Gas,529,69.49,Offen
221831,5578,2023-06-15,Electricity,298,107.05,Bezahlt
221832,5578,2023-06-15,Gas,314,44.05,Bezahlt
221833,5578,2023-07-15,Electricity,276,112.92,Bezahlt
221834,5578,2023-07-15,Gas,181,25.82,Bezahlt
221835,5578,2023-08-15,Electricity,253,105.34,Bezahlt
221836,5578,2023-08-15,Gas,218,29.87,Bezahlt
221837,5578,2023-09-15,Electricity,337,127.92,Bezahlt
221838,5578,2023-09-15,Gas,457,51.98,Bezahlt
221839,5578,2023-10-15,Electricity,402,156.51,Bezahlt
221840,5578,2023-10-15,Gas,835,104.39,Bezahlt
221841,5578,2023-11-15,Electricity,441,178.9,Bezahlt
221842,5578,2023-11-15,Gas,1922,224.03,Bezahlt
221843,5578,2023-12-15,Electricity,474,187.44,Bezahlt
221844,5578,2023-12-15,Gas,1904,238.59,Bezahlt
221845,5578,2024-01-15,Electricity,426,144.81,Bezahlt
221846,5578,2024-01-15,Gas,2141,280.13,Bezahlt
221847,5578,2024-02-15,Electricity,443,158.6,Bezahlt
221848,5578,2024-02-15,Gas,2540,304.12,Bezahlt
221849,5578,2024-03-15,Electricity,432,181.04,Bezahlt
221850,5578,2024-03-15,Gas,1587,193.51,Bezahlt
221851,5578,2024-04-15,Electricity,379,163.81,Bezahlt
221852,5578,2024-04-15,Gas,1096,108.65,Bezahlt
221853,5578,2024-05-15,Electricity,343,136.34,Bezahlt
221854,5578,2024-05-15,Gas,557,67.89,Bezahlt
221855,5578,2024-06-15,Electricity,265,99.91,Bezahlt
221856,5578,2024-06-15,Gas,298,46.13,Bezahlt
221857,5578,2024-07-15,Electricity,231,84.73,Bezahlt
221858,5578,2024-07-15,Gas,164,25.05,Bezahlt
221859,5578,2024-08-15,Electricity,275,116.06,Bezahlt
221860,5578,2024-08-15,Gas,160,24.49,Bezahlt
221861,5578,2024-09-15,Electricity,349,146.34,Bezahlt
221862,5578,2024-09-15,Gas,460,65.78,Offen
221863,5578,2024-10-15,Electricity,384,152.91,Bezahlt
221864,5578,2024-10-15,Gas,963,117.4,Bezahlt
221865,5578,2024-11-15,Electricity,363,153.06,Bezahlt
221866,5578,2024-11-15,Gas,1575,186.35,Bezahlt
221867,5578,2024-12-15,Electricity,492,162.67,Bezahlt
221868,5578,2024-12-15,Gas,2069,257.85,Bezahlt
221869,5578,2025-01-15,Electricity,404,146.25,Bezahlt
221870,5578,2025-01-15,Gas,2795,336.12,Bezahlt
221871,5578,2025-02-15,Electricity,436,162.85,Bezahlt
221872,5578,2025-02-15,Gas,2405,241.6,Bezahlt
221873,5578,2025-03-15,Electricity,430,180.67,Bezahlt
221874,5578,2025-03-15,Gas,2142,251.11,Bezahlt
221875,5578,2025-04-15,Electricity,400,168.57,Bezahlt
221876,5578,2025-04-15,Gas,1211,135.63,Bezahlt
221877,5578,2025-05-15,Electricity,395,132.05,Bezahlt
221878,5578,2025-05-15,Gas,494,68.0,Bezahlt
221879,5578,2025-06-15,Electricity,273,105.55,Überfällig
221880,5578,2025-06-15,Gas,244,31.72,Bezahlt
221881,5579,2023-01-15,Electricity,439,183.9,Bezahlt
221882,5579,2023-02-15,Electricity,555,227.61,Bezahlt
221883,5579,2023-03-15,Electricity,388,143.26,Bezahlt
221884,5579,2023-04-15,Electricity,406,141.67,Bezahlt
221885,5579,2023-05-15,Electricity,395,137.1,Bezahlt
221886,5579,2023-06-15,Electricity,298,103.75,Bezahlt
221887,5579,2023-07-15,Electricity,246,96.12,Überfällig
221888,5579,2023-08-15,Electricity,265,102.64,Bezahlt
221889,5579,2023-09-15,Electricity,380,155.59,Bezahlt
221890,5579,2023-10-15,Electricity,358,152.34,Bezahlt
221891,5579,2023-11-15,Electricity,421,162.97,Bezahlt
221892,5579,2023-12-15,Electricity,528,211.49,Bezahlt
221893,5579,2024-01-15,Electricity,480,180.18,Bezahlt
221894,5579,2024-02-15,Electricity,457,167.44,Bezahlt
221895,5579,2024-03-15,Electricity,379,151.07,Überfällig
221896,5579,2024-04-15,Electricity,385,158.4,Bezahlt
221897,5579,2024-05-15,Electricity,404,174.04,Bezahlt
221898,5579,2024-06-15,Electricity,267,117.44,Bezahlt
221899,5579,2024-07-15,Electricity,312,116.02,Bezahlt
221900,5579,2024-08-15,Electricity,284,114.12,Bezahlt
221901,5579,2024-09-15,Electricity,349,124.61,Bezahlt
221902,5579,2024-10-15,Electricity,399,140.69,Offen
221903,5579,2024-11-15,Electricity,511,211.7,Bezahlt
221904,5579,2024-12-15,Electricity,614,220.38,Offen
221905,5579,2025-01-15,Electricity,461,191.91,Bezahlt
221906,5579,2025-02-15,Electricity,524,173.34,Bezahlt
221907,5579,2025-03-15,Electricity,392,159.31,Bezahlt
221908,5579,2025-04-15,Electricity,394,137.13,Bezahlt
221909,5579,2025-05-15,Electricity,393,137.35,Bezahlt
221910,5579,2025-06-15,Electricity,278,108.37,Bezahlt
221911,5580,2023-01-15,Electricity,893,313.3,Bezahlt
221912,5580,2023-02-15,Electricity,922,369.3,Bezahlt
221913,5580,2023-03-15,Electricity,725,297.02,Offen
221914,5580,2023-04-15,Electricity,714,248.74,Bezahlt
221915,5580,2023-05-15,Electricity,646,209.69,Bezahlt
221916,5580,2023-06-15,Electricity,525,213.28,Bezahlt
221917,5580,2023-07-15,Electricity,393,142.56,Bezahlt
221918,5580,2023-08-15,Electricity,495,186.46,Bezahlt
221919,5580,2023-09-15,Electricity,552,215.17,Bezahlt
221920,5580,2023-10-15,Electricity,676,280.71,Bezahlt
221921,5580,2023-11-15,Electricity,789,315.43,Bezahlt
221922,5580,2023-12-15,Electricity,946,318.12,Bezahlt
221923,5580,2024-01-15,Electricity,925,354.79,Bezahlt
221924,5580,2024-02-15,Electricity,817,275.03,Bezahlt
221925,5580,2024-03-15,Electricity,726,237.35,Überfällig
221926,5580,2024-04-15,Electricity,670,250.62,Bezahlt
221927,5580,2024-05-15,Electricity,592,228.65,Bezahlt
221928,5580,2024-06-15,Electricity,452,183.06,Bezahlt
221929,5580,2024-07-15,Electricity,455,182.32,Bezahlt
221930,5580,2024-08-15,Electricity,419,165.53,Bezahlt
221931,5580,2024-09-15,Electricity,550,227.92,Bezahlt
221932,5580,2024-10-15,Electricity,609,250.7,Bezahlt
221933,5580,2024-11-15,Electricity,722,296.4,Bezahlt
221934,5580,2024-12-15,Electricity,877,288.53,Bezahlt
221935,5580,2025-01-15,Electricity,747,245.2,Bezahlt
221936,5580,2025-02-15,Electricity,937,347.69,Bezahlt
221937,5580,2025-03-15,Electricity,616,228.67,Bezahlt
221938,5580,2025-04-15,Electricity,563,232.1,Bezahlt
221939,5580,2025-05-15,Electricity,583,216.74,Bezahlt
221940,5580,2025-06-15,Electricity,409,150.9,Bezahlt
221941,5581,2023-01-15,Electricity,201,88.91,Bezahlt
221942,5581,2023-01-15,Gas,1012,110.57,Bezahlt
221943,5581,2023-02-15,Electricity,222,82.29,Bezahlt
221944,5581,2023-02-15,Gas,885,123.1,Überfällig
221945,5581,2023-03-15,Electricity,180,75.82,Bezahlt
221946,5581,2023-03-15,Gas,656,72.13,Bezahlt
221947,5581,2023-04-15,Electricity,165,62.66,Bezahlt
221948,5581,2023-04-15,Gas,436,49.09,Bezahlt
221949,5581,2023-05-15,Electricity,145,68.56,Bezahlt
221950,5581,2023-05-15,Gas,226,31.45,Bezahlt
221951,5581,2023-06-15,Electricity,111,47.45,Bezahlt
221952,5581,2023-06-15,Gas,116,19.98,Bezahlt
221953,5581,2023-07-15,Electricity,117,55.26,Bezahlt
221954,5581,2023-07-15,Gas,83,18.37,Offen
221955,5581,2023-08-15,Electricity,129,62.66,Bezahlt
221956,5581,2023-08-15,Gas,82,17.05,Bezahlt
221957,5581,2023-09-15,Electricity,169,69.27,Bezahlt
221958,5581,2023-09-15,Gas,122,22.15,Bezahlt
221959,5581,2023-10-15,Electricity,153,65.65,Bezahlt
221960,5581,2023-10-15,Gas,407,57.44,Bezahlt
221961,5581,2023-11-15,Electricity,222,94.49,Bezahlt
221962,5581,2023-11-15,Gas,595,76.95,Bezahlt
221963,5581,2023-12-15,Electricity,237,97.77,Bezahlt
221964,5581,2023-12-15,Gas,816,91.1,Bezahlt
221965,5581,2024-01-15,Electricity,215,82.86,Bezahlt
221966,5581,2024-01-15,Gas,824,97.83,Bezahlt
221967,5581,2024-02-15,Electricity,224,87.97,Bezahlt
221968,5581,2024-02-15,Gas,922,103.74,Bezahlt
221969,5581,2024-03-15,Electricity,175,82.14,Bezahlt
221970,5581,2024-03-15,Gas,781,83.74,Bezahlt
221971,5581,2024-04-15,Electricity,170,64.99,Bezahlt
221972,5581,2024-04-15,Gas,394,50.38,Bezahlt
221973,5581,2024-05-15,Electricity,163,72.89,Bezahlt
221974,5581,2024-05-15,Gas,167,28.5,Bezahlt
221975,5581,2024-06-15,Electricity,137,55.84,Bezahlt
221976,5581,2024-06-15,Gas,90,18.68,Bezahlt
221977,5581,2024-07-15,Electricity,123,53.92,Bezahlt
221978,5581,2024-07-15,Gas,86,17.3,Bezahlt
221979,5581,2024-08-15,Electricity,115,55.37,Bezahlt
221980,5581,2024-08-15,Gas,60,15.03,Bezahlt
221981,5581,2024-09-15,Electricity,171,71.93,Bezahlt
221982,5581,2024-09-15,Gas,156,25.25,Bezahlt
221983,5581,2024-10-15,Electricity,170,75.43,Bezahlt
221984,5581,2024-10-15,Gas,386,58.77,Bezahlt
221985,5581,2024-11-15,Electricity,178,81.08,Bezahlt
221986,5581,2024-11-15,Gas,565,63.87,Bezahlt
221987,5581,2024-12-15,Electricity,246,88.17,Bezahlt
221988,5581,2024-12-15,Gas,647,92.97,Bezahlt
221989,5581,2025-01-15,Electricity,232,87.26,Bezahlt
221990,5581,2025-01-15,Gas,1062,115.13,Bezahlt
221991,5581,2025-02-15,Electricity,190,81.0,Bezahlt
221992,5581,2025-02-15,Gas,690,80.86,Bezahlt
221993,5581,2025-03-15,Electricity,185,84.39,Bezahlt
221994,5581,2025-03-15,Gas,711,80.77,Bezahlt
221995,5581,2025-04-15,Electricity,184,70.52,Bezahlt
221996,5581,2025-04-15,Gas,339,52.24,Bezahlt
221997,5581,2025-05-15,Electricity,186,70.87,Bezahlt
221998,5581,2025-05-15,Gas,219,31.2,Bezahlt
221999,5581,2025-06-15,Electricity,119,55.09,Bezahlt
222000,5581,2025-06-15,Gas,99,21.44,Bezahlt
222001,5582,2023-01-15,Electricity,606,208.66,Bezahlt
222002,5582,2023-02-15,Electricity,620,245.59,Offen
222003,5582,2023-03-15,Electricity,509,181.16,Bezahlt
222004,5582,2023-04-15,Electricity,455,154.84,Bezahlt
222005,5582,2023-05-15,Electricity,527,209.66,Bezahlt
222006,5582,2023-06-15,Electricity,352,150.93,Bezahlt
222007,5582,2023-07-15,Electricity,399,132.33,Bezahlt
222008,5582,2023-08-15,Electricity,330,126.46,Bezahlt
222009,5582,2023-09-15,Electricity,546,219.88,Bezahlt
222010,5582,2023-10-15,Electricity,490,183.38,Bezahlt
222011,5582,2023-11-15,Electricity,583,210.46,Bezahlt
222012,5582,2023-12-15,Electricity,789,321.32,Bezahlt
222013,5582,2024-01-15,Electricity,665,216.55,Bezahlt
222014,5582,2024-02-15,Electricity,600,251.99,Bezahlt
222015,5582,2024-03-15,Electricity,535,178.98,Bezahlt
222016,5582,2024-04-15,Electricity,555,206.11,Bezahlt
222017,5582,2024-05-15,Electricity,511,206.51,Bezahlt
222018,5582,2024-06-15,Electricity,332,129.15,Bezahlt
222019,5582,2024-07-15,Electricity,337,137.07,Bezahlt
222020,5582,2024-08-15,Electricity,340,133.48,Bezahlt
222021,5582,2024-09-15,Electricity,534,193.92,Bezahlt
222022,5582,2024-10-15,Electricity,578,191.18,Bezahlt
222023,5582,2024-11-15,Electricity,632,238.5,Bezahlt
222024,5582,2024-12-15,Electricity,622,224.02,Bezahlt
222025,5582,2025-01-15,Electricity,664,273.06,Offen
222026,5582,2025-02-15,Electricity,566,204.45,Bezahlt
222027,5582,2025-03-15,Electricity,595,212.06,Bezahlt
222028,5582,2025-04-15,Electricity,444,168.42,Offen
222029,5582,2025-05-15,Electricity,475,190.16,Überfällig
222030,5582,2025-06-15,Electricity,426,148.16,Bezahlt
222031,5583,2023-01-15,Electricity,715,292.26,Bezahlt
222032,5583,2023-02-15,Electricity,734,264.65,Bezahlt
222033,5583,2023-03-15,Electricity,664,212.99,Bezahlt
222034,5583,2023-04-15,Electricity,651,249.05,Bezahlt
222035,5583,2023-05-15,Electricity,623,229.23,Bezahlt
222036,5583,2023-06-15,Electricity,487,160.3,Offen
222037,5583,2023-07-15,Electricity,404,159.61,Bezahlt
222038,5583,2023-08-15,Electricity,477,163.03,Bezahlt
222039,5583,2023-09-15,Electricity,612,204.07,Bezahlt
222040,5583,2023-10-15,Electricity,618,209.76,Bezahlt
222041,5583,2023-11-15,Electricity,618,210.64,Bezahlt
222042,5583,2023-12-15,Electricity,944,307.8,Bezahlt
222043,5583,2024-01-15,Electricity,819,279.1,Offen
222044,5583,2024-02-15,Electricity,782,324.4,Bezahlt
222045,5583,2024-03-15,Electricity,735,268.02,Bezahlt
222046,5583,2024-04-15,Electricity,665,230.74,Bezahlt
222047,5583,2024-05-15,Electricity,555,216.97,Bezahlt
222048,5583,2024-06-15,Electricity,384,150.47,Bezahlt
222049,5583,2024-07-15,Electricity,377,139.66,Bezahlt
222050,5583,2024-08-15,Electricity,431,146.76,Bezahlt
222051,5583,2024-09-15,Electricity,649,265.01,Bezahlt
222052,5583,2024-10-15,Electricity,598,251.32,Bezahlt
222053,5583,2024-11-15,Electricity,680,283.87,Bezahlt
222054,5583,2024-12-15,Electricity,806,285.2,Bezahlt
222055,5583,2025-01-15,Electricity,871,306.76,Bezahlt
222056,5583,2025-02-15,Electricity,670,244.67,Bezahlt
222057,5583,2025-03-15,Electricity,712,262.65,Bezahlt
222058,5583,2025-04-15,Electricity,601,231.07,Bezahlt
222059,5583,2025-05-15,Electricity,612,257.0,Bezahlt
222060,5583,2025-06-15,Electricity,504,184.08,Bezahlt
222061,5584,2023-01-15,Electricity,495,162.04,Bezahlt
222062,5584,2023-02-15,Electricity,523,185.35,Bezahlt
222063,5584,2023-03-15,Electricity,476,156.75,Bezahlt
222064,5584,2023-04-15,Electricity,444,150.7,Bezahlt
222065,5584,2023-05-15,Electricity,352,152.9,Bezahlt
222066,5584,2023-06-15,Electricity,272,111.36,Bezahlt
222067,5584,2023-07-15,Electricity,267,93.32,Bezahlt
222068,5584,2023-08-15,Electricity,300,115.52,Bezahlt
222069,5584,2023-09-15,Electricity,388,153.66,Bezahlt
222070,5584,2023-10-15,Electricity,371,130.59,Bezahlt
222071,5584,2023-11-15,Electricity,442,157.89,Bezahlt
222072,5584,2023-12-15,Electricity,521,195.23,Bezahlt
222073,5584,2024-01-15,Electricity,577,214.5,Offen
222074,5584,2024-02-15,Electricity,583,212.09,Bezahlt
222075,5584,2024-03-15,Electricity,381,159.44,Bezahlt
222076,5584,2024-04-15,Electricity,346,136.98,Bezahlt
222077,5584,2024-05-15,Electricity,442,184.35,Bezahlt
222078,5584,2024-06-15,Electricity,331,136.16,Bezahlt
222079,5584,2024-07-15,Electricity,297,108.49,Bezahlt
222080,5584,2024-08-15,Electricity,238,106.4,Bezahlt
222081,5584,2024-09-15,Electricity,373,155.96,Bezahlt
222082,5584,2024-10-15,Electricity,355,126.89,Bezahlt
222083,5584,2024-11-15,Electricity,449,166.11,Bezahlt
222084,5584,2024-12-15,Electricity,596,221.34,Bezahlt
222085,5584,2025-01-15,Electricity,484,174.88,Überfällig
222086,5584,2025-02-15,Electricity,479,162.21,Bezahlt
222087,5584,2025-03-15,Electricity,408,148.8,Bezahlt
222088,5584,2025-04-15,Electricity,379,127.66,Offen
222089,5584,2025-05-15,Electricity,333,128.55,Bezahlt
222090,5584,2025-06-15,Electricity,286,123.38,Bezahlt
222091,5585,2023-01-15,Electricity,576,200.02,Bezahlt
222092,5585,2023-02-15,Electricity,461,171.23,Bezahlt
222093,5585,2023-03-15,Electricity,468,157.45,Bezahlt
222094,5585,2023-04-15,Electricity,368,126.3,Bezahlt
222095,5585,2023-05-15,Electricity,358,122.64,Bezahlt
222096,5585,2023-06-15,Electricity,310,133.41,Bezahlt
222097,5585,2023-07-15,Electricity,302,108.68,Bezahlt
222098,5585,2023-08-15,Electricity,298,120.9,Bezahlt
222099,5585,2023-09-15,Electricity,433,171.93,Bezahlt
222100,5585,2023-10-15,Electricity,363,132.51,Offen
222101,5585,2023-11-15,Electricity,483,163.92,Bezahlt
222102,5585,2023-12-15,Electricity,548,182.61,Bezahlt
222103,5585,2024-01-15,Electricity,498,205.99,Bezahlt
222104,5585,2024-02-15,Electricity,567,236.05,Bezahlt
222105,5585,2024-03-15,Electricity,492,171.0,Offen
222106,5585,2024-04-15,Electricity,445,184.43,Bezahlt
222107,5585,2024-05-15,Electricity,434,169.68,Bezahlt
222108,5585,2024-06-15,Electricity,303,109.34,Bezahlt
222109,5585,2024-07-15,Electricity,302,106.04,Bezahlt
222110,5585,2024-08-15,Electricity,279,107.57,Bezahlt
222111,5585,2024-09-15,Electricity,412,175.06,Bezahlt
222112,5585,2024-10-15,Electricity,362,145.99,Bezahlt
222113,5585,2024-11-15,Electricity,508,176.6,Bezahlt
222114,5585,2024-12-15,Electricity,631,259.15,Überfällig
222115,5585,2025-01-15,Electricity,477,167.54,Offen
222116,5585,2025-02-15,Electricity,515,180.89,Bezahlt
222117,5585,2025-03-15,Electricity,467,198.27,Bezahlt
222118,5585,2025-04-15,Electricity,375,145.47,Bezahlt
222119,5585,2025-05-15,Electricity,439,156.6,Bezahlt
222120,5585,2025-06-15,Electricity,270,113.73,Bezahlt
222121,5586,2023-01-15,Electricity,703,249.02,Bezahlt
222122,5586,2023-02-15,Electricity,649,221.49,Bezahlt
222123,5586,2023-03-15,Electricity,510,185.25,Bezahlt
222124,5586,2023-04-15,Electricity,531,206.52,Offen
222125,5586,2023-05-15,Electricity,477,172.37,Bezahlt
222126,5586,2023-06-15,Electricity,349,150.38,Überfällig
222127,5586,2023-07-15,Electricity,359,134.94,Bezahlt
222128,5586,2023-08-15,Electricity,320,108.86,Bezahlt
222129,5586,2023-09-15,Electricity,488,164.92,Offen
222130,5586,2023-10-15,Electricity,450,158.91,Bezahlt
222131,5586,2023-11-15,Electricity,645,229.35,Bezahlt
222132,5586,2023-12-15,Electricity,670,256.32,Bezahlt
222133,5586,2024-01-15,Electricity,539,206.65,Bezahlt
222134,5586,2024-02-15,Electricity,557,227.87,Überfällig
222135,5586,2024-03-15,Electricity,547,195.01,Bezahlt
222136,5586,2024-04-15,Electricity,543,176.99,Bezahlt
222137,5586,2024-05-15,Electricity,453,156.04,Bezahlt
222138,5586,2024-06-15,Electricity,388,152.1,Bezahlt
222139,5586,2024-07-15,Electricity,356,145.04,Bezahlt
222140,5586,2024-08-15,Electricity,361,139.6,Bezahlt
222141,5586,2024-09-15,Electricity,508,191.75,Bezahlt
222142,5586,2024-10-15,Electricity,432,154.2,Offen
222143,5586,2024-11-15,Electricity,509,170.61,Bezahlt
222144,5586,2024-12-15,Electricity,623,201.6,Offen
222145,5586,2025-01-15,Electricity,566,195.01,Bezahlt
222146,5586,2025-02-15,Electricity,616,214.97,Bezahlt
222147,5586,2025-03-15,Electricity,464,184.82,Bezahlt
222148,5586,2025-04-15,Electricity,546,192.14,Bezahlt
222149,5586,2025-05-15,Electricity,520,191.49,Bezahlt
222150,5586,2025-06-15,Electricity,344,124.44,Bezahlt
222151,5587,2023-01-15,Electricity,732,233.16,Bezahlt
222152,5587,2023-02-15,Electricity,730,294.41,Bezahlt
222153,5587,2023-03-15,Electricity,496,164.07,Offen
222154,5587,2023-04-15,Electricity,484,188.76,Bezahlt
222155,5587,2023-05-15,Electricity,516,186.52,Bezahlt
222156,5587,2023-06-15,Electricity,343,144.62,Überfällig
222157,5587,2023-07-15,Electricity,374,160.84,Bezahlt
222158,5587,2023-08-15,Electricity,318,114.01,Bezahlt
222159,5587,2023-09-15,Electricity,567,221.88,Bezahlt
222160,5587,2023-10-15,Electricity,506,171.22,Bezahlt
222161,5587,2023-11-15,Electricity,679,223.2,Offen
222162,5587,2023-12-15,Electricity,809,309.78,Bezahlt
222163,5587,2024-01-15,Electricity,580,219.87,Offen
222164,5587,2024-02-15,Electricity,755,256.08,Bezahlt
222165,5587,2024-03-15,Electricity,505,183.32,Bezahlt
222166,5587,2024-04-15,Electricity,591,199.17,Bezahlt
222167,5587,2024-05-15,Electricity,543,195.36,Bezahlt
222168,5587,2024-06-15,Electricity,344,146.97,Bezahlt
222169,5587,2024-07-15,Electricity,400,167.18,Bezahlt
222170,5587,2024-08-15,Electricity,355,143.89,Bezahlt
222171,5587,2024-09-15,Electricity,522,209.96,Bezahlt
222172,5587,2024-10-15,Electricity,451,181.64,Bezahlt
222173,5587,2024-11-15,Electricity,569,217.25,Bezahlt
222174,5587,2024-12-15,Electricity,617,206.57,Bezahlt
222175,5587,2025-01-15,Electricity,612,226.18,Bezahlt
222176,5587,2025-02-15,Electricity,613,243.69,Bezahlt
222177,5587,2025-03-15,Electricity,574,236.7,Bezahlt
222178,5587,2025-04-15,Electricity,507,195.77,Bezahlt
222179,5587,2025-05-15,Electricity,450,166.63,Bezahlt
222180,5587,2025-06-15,Electricity,362,152.02,Bezahlt
