transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount,approval_status,procurement_method,approver_id,approval_date,purchase_order_number,contract_reference
15216,2025-04-10,2,23,176,10,13933,1604.21,Approved,Direktvergabe,274,2025-04-15,PO-333975,VTR-2020-8163
15217,2023-07-08,1,27,103,12,2090,1022.42,Approved,Vertrag,176,2023-07-09,PO-842884,
15218,2022-11-02,1,39,100,2,3765,3224.61,Approved,Ausschreibung,221,2022-11-08,,VTR-2023-9372
15219,2025-06-15,1,40,136,14,10137,3617.91,Approved,Vertrag,951,2025-06-20,,VTR-2023-6465
15220,2025-02-23,2,33,26,13,9402,1853.0,Approved,Vertrag,289,2025-02-28,PO-331009,VTR-2025-9108
15221,2024-04-23,3,29,108,3,9432,1967.86,Approved,Ausschreibung,643,2024-04-27,PO-945409,VTR-2025-4576
15222,2022-06-10,1,29,145,6,13937,4306.96,Approved,Direktvergabe,256,2022-06-11,,VTR-2025-9211
15223,2025-04-09,3,25,68,10,3971,1077.52,Approved,Ausschreibung,366,2025-04-13,PO-938495,
15224,2025-01-04,2,25,69,12,12947,1830.29,Approved,Ausschreibung,928,2025-01-08,,VTR-2020-5721
15225,2023-01-17,2,17,112,11,8669,24.27,Approved,Direktvergabe,503,2023-01-20,PO-364064,VTR-2022-9490
15226,2024-03-13,2,26,180,8,1774,1176.43,Approved,Direktvergabe,876,2024-03-16,PO-719783,
15227,2024-02-18,3,10,80,6,18770,834.43,Approved,Vertrag,556,2024-02-23,PO-652166,VTR-2021-8046
15228,2024-03-10,3,26,194,11,16456,417.92,Approved,Ausschreibung,683,2024-03-16,PO-973214,VTR-2023-8157
15229,2024-09-13,1,12,13,6,6971,2666.76,Approved,Direktvergabe,143,2024-09-16,,VTR-2025-9789
15230,2024-08-24,2,32,42,12,18061,20.79,Approved,Direktvergabe,490,2024-08-25,PO-595910,
15231,2022-06-01,1,40,105,7,3079,3371.91,Approved,Vertrag,696,2022-06-07,PO-121158,VTR-2022-5478
15232,2023-01-31,1,26,47,15,6496,4460.14,Approved,Direktvergabe,840,2023-02-06,PO-504247,VTR-2023-7862
15233,2024-11-04,1,36,96,5,14221,3423.37,Approved,Ausschreibung,88,2024-11-11,PO-241527,VTR-2022-9417
15234,2022-02-22,2,24,81,13,19517,847.22,Approved,Vertrag,681,2022-02-25,PO-223365,VTR-2022-8197
15235,2024-04-15,3,26,41,8,4673,1219.14,Approved,Vertrag,827,2024-04-16,,
15236,2022-09-26,2,34,39,4,4704,1306.47,Approved,Direktvergabe,991,2022-09-28,PO-839672,
15237,2022-05-24,2,36,185,1,3125,119.75,Pending,Vertrag,,,,VTR-2025-5568
15238,2023-02-03,3,14,125,2,4166,131.56,Approved,Direktvergabe,875,2023-02-04,PO-728698,VTR-2020-8030
15239,2023-10-12,3,21,196,2,13532,615.79,Approved,Vertrag,786,2023-10-18,PO-239381,VTR-2021-5001
15240,2023-11-04,1,29,119,3,5550,4081.53,Approved,Ausschreibung,795,2023-11-05,PO-924946,VTR-2022-2725
15241,2023-02-10,1,23,110,14,12675,169.69,Approved,Vertrag,900,2023-02-11,,
15242,2025-03-01,1,23,26,10,3368,2420.05,Approved,Vertrag,946,2025-03-08,PO-425692,VTR-2024-9058
15243,2023-05-26,2,17,130,10,15902,1585.19,Approved,Vertrag,389,2023-05-28,,
15244,2025-06-02,1,11,193,5,89,567.14,Approved,Direktvergabe,753,2025-06-06,PO-670024,VTR-2024-1180
15245,2022-11-01,2,32,132,12,5818,417.98,Approved,Ausschreibung,177,2022-11-04,PO-806021,
15246,2024-06-12,2,21,100,8,5804,754.27,Approved,Vertrag,632,2024-06-16,PO-636215,
15247,2024-02-01,3,20,94,2,17573,1121.49,Pending,Direktvergabe,,,,VTR-2021-5006
15248,2024-02-10,1,37,118,7,4606,858.45,Approved,Ausschreibung,594,2024-02-15,,VTR-2024-5092
15249,2025-06-09,2,23,169,11,9331,1913.84,Approved,Direktvergabe,522,2025-06-13,PO-888237,VTR-2022-2272
15250,2022-09-12,1,18,136,13,4837,2017.42,Approved,Vertrag,804,2022-09-14,PO-315154,VTR-2022-7854
15251,2023-04-06,2,27,153,3,9275,275.38,Pending,Vertrag,,,PO-393450,
15252,2024-02-28,2,16,43,12,16479,1458.71,Approved,Direktvergabe,276,2024-03-01,PO-901147,VTR-2024-2042
15253,2024-12-03,2,37,173,6,17584,1457.74,Approved,Direktvergabe,856,2024-12-06,PO-531617,VTR-2025-2564
15254,2022-11-02,2,24,143,6,9799,430.26,Pending,Ausschreibung,,,PO-531692,VTR-2024-4389
15255,2022-07-19,2,14,166,15,17458,1659.91,Approved,Vertrag,668,2022-07-23,PO-193651,VTR-2021-8264
15256,2023-10-16,1,25,28,5,8003,2950.27,Approved,Ausschreibung,234,2023-10-23,,VTR-2021-1897
15257,2023-05-10,2,27,89,1,12354,415.72,Approved,Vertrag,736,2023-05-15,PO-625786,VTR-2022-1060
15258,2024-09-28,1,21,149,2,1841,2775.58,Pending,Direktvergabe,,,,
15259,2023-10-22,2,14,194,1,6873,495.54,Rejected,Direktvergabe,515,2023-10-24,PO-445241,VTR-2023-6196
15260,2024-09-14,2,21,194,15,9514,1638.68,Approved,Direktvergabe,933,2024-09-17,,
15261,2023-12-19,2,14,54,1,10956,1177.74,Approved,Vertrag,571,2023-12-23,PO-310133,VTR-2021-9005
15262,2023-05-03,1,10,188,13,1427,3098.65,Approved,Ausschreibung,191,2023-05-04,PO-227527,
15263,2023-07-09,3,16,177,14,6197,1195.68,Approved,Vertrag,371,2023-07-12,,VTR-2025-4647
15264,2022-07-07,1,27,48,6,7045,242.98,Approved,Direktvergabe,573,2022-07-11,,VTR-2021-6676
15265,2024-09-08,2,17,193,2,4491,1729.96,Approved,Ausschreibung,398,2024-09-13,,VTR-2021-1231
15266,2024-11-09,2,39,12,12,9836,1950.95,Approved,Vertrag,861,2024-11-11,PO-374164,VTR-2023-7846
15267,2024-08-30,1,31,178,12,15488,2292.7,Approved,Direktvergabe,277,2024-09-05,,
15268,2025-03-22,2,39,77,9,14448,591.72,Pending,Vertrag,,,PO-918059,VTR-2025-4378
15269,2023-06-20,1,11,54,10,17792,1507.72,Approved,Direktvergabe,930,2023-06-27,PO-398528,VTR-2023-1378
15270,2022-08-19,2,33,180,14,1291,238.18,Approved,Direktvergabe,67,2022-08-21,PO-762298,
15271,2022-08-15,3,28,76,1,9272,1700.81,Approved,Direktvergabe,966,2022-08-18,PO-404388,VTR-2024-9660
15272,2024-05-27,1,11,136,6,6213,1077.38,Approved,Direktvergabe,369,2024-06-01,PO-482472,VTR-2023-1378
15273,2024-10-25,2,17,143,2,9092,1197.74,Approved,Ausschreibung,215,2024-10-26,PO-985484,VTR-2024-4897
15274,2024-10-18,2,38,97,14,14874,315.31,Approved,Ausschreibung,546,2024-10-25,PO-993715,
15275,2024-07-31,2,32,49,4,4883,1999.16,Approved,Vertrag,980,2024-08-01,PO-822616,
15276,2024-12-29,1,27,103,15,13279,2468.12,Approved,Ausschreibung,985,2025-01-04,PO-176206,
15277,2022-02-10,2,22,145,2,15089,152.3,Approved,Vertrag,422,2022-02-12,PO-872349,
15278,2023-10-07,1,33,44,14,19868,2297.16,Approved,Direktvergabe,744,2023-10-09,,VTR-2022-3322
15279,2023-10-08,3,25,52,2,8295,1724.25,Approved,Ausschreibung,514,2023-10-15,PO-702890,VTR-2023-7000
15280,2024-02-07,1,36,109,14,7723,1066.63,Approved,Vertrag,728,2024-02-14,PO-244704,VTR-2020-5219
15281,2022-12-17,3,28,80,10,11828,308.14,Approved,Vertrag,977,2022-12-24,PO-897347,
15282,2022-09-08,2,37,1,11,16358,870.65,Approved,Vertrag,148,2022-09-15,PO-361829,
15283,2025-03-30,1,31,169,11,3788,325.21,Approved,Direktvergabe,824,2025-04-04,,
15284,2022-03-05,3,15,69,15,2243,715.04,Approved,Direktvergabe,320,2022-03-06,PO-140961,
15285,2022-01-23,2,24,150,3,11645,1879.96,Rejected,Vertrag,152,2022-01-27,,VTR-2023-2157
15286,2024-03-08,2,33,121,12,4175,1892.24,Approved,Ausschreibung,804,2024-03-14,PO-797567,
15287,2023-05-23,3,10,98,1,7998,1689.65,Pending,Direktvergabe,,,PO-137207,
15288,2022-06-11,1,32,191,12,3989,1032.1,Approved,Vertrag,5,2022-06-12,PO-246386,
15289,2024-06-27,2,14,42,5,1604,240.03,Approved,Direktvergabe,922,2024-06-29,,VTR-2025-3358
15290,2023-10-05,1,19,125,2,18003,1889.83,Approved,Ausschreibung,4,2023-10-09,PO-967514,VTR-2024-9935
15291,2023-06-26,3,24,46,15,14533,782.09,Pending,Direktvergabe,,,PO-947973,VTR-2025-1181
15292,2023-02-08,1,36,174,2,15682,259.21,Approved,Vertrag,12,2023-02-09,PO-451635,VTR-2022-2157
15293,2025-05-28,2,26,116,8,11403,348.71,Approved,Vertrag,409,2025-05-31,PO-616549,
15294,2023-08-06,3,11,156,1,1205,896.14,Approved,Direktvergabe,968,2023-08-07,PO-566954,VTR-2025-7941
15295,2022-07-19,3,10,147,12,7187,1484.87,Approved,Direktvergabe,396,2022-07-25,,
15296,2023-10-29,2,22,44,3,16851,1889.6,Approved,Ausschreibung,181,2023-11-03,PO-817769,VTR-2023-3875
15297,2025-01-23,2,30,34,9,10266,1495.18,Approved,Vertrag,42,2025-01-29,PO-411876,VTR-2024-9328
15298,2023-10-13,1,37,13,7,19257,4743.13,Approved,Direktvergabe,356,2023-10-14,,VTR-2022-7219
15299,2024-05-05,3,29,93,3,11929,1783.78,Approved,Direktvergabe,190,2024-05-08,PO-540859,VTR-2024-2309
15300,2023-05-31,1,25,128,6,15719,225.88,Approved,Ausschreibung,662,2023-06-06,,
15301,2022-09-07,1,13,142,6,1477,2892.69,Rejected,Vertrag,975,2022-09-12,PO-677318,
15302,2022-05-11,2,35,164,13,19747,1993.5,Approved,Direktvergabe,490,2022-05-12,,VTR-2022-2755
15303,2022-02-02,2,33,30,3,10878,906.95,Approved,Ausschreibung,444,2022-02-06,PO-481391,VTR-2023-8712
15304,2024-08-28,1,29,70,5,12928,633.64,Approved,Ausschreibung,481,2024-08-31,,
15305,2023-03-26,3,21,71,5,17866,388.07,Approved,Vertrag,387,2023-03-28,PO-376852,VTR-2025-5408
15306,2023-10-02,3,10,136,14,1906,676.71,Approved,Vertrag,187,2023-10-07,PO-751192,VTR-2020-6407
15307,2022-02-16,3,14,1,8,13747,565.79,Approved,Ausschreibung,783,2022-02-21,PO-982108,VTR-2021-9024
15308,2022-06-27,2,29,63,1,4132,1127.3,Approved,Vertrag,555,2022-06-29,,VTR-2021-7081
15309,2022-11-05,2,35,26,7,3177,60.15,Approved,Direktvergabe,66,2022-11-12,PO-939952,VTR-2021-1371
15310,2024-04-13,2,12,47,10,6130,832.47,Approved,Vertrag,948,2024-04-17,,VTR-2025-3850
15311,2023-04-08,2,13,49,1,14986,711.84,Approved,Vertrag,492,2023-04-13,PO-164398,
15312,2022-07-15,1,25,146,4,2420,3700.21,Approved,Vertrag,592,2022-07-19,PO-253180,VTR-2021-8705
15313,2023-02-23,1,39,116,8,10988,1201.93,Approved,Ausschreibung,743,2023-02-28,,
15314,2023-02-21,2,10,83,3,8455,1776.79,Approved,Vertrag,914,2023-02-28,PO-559278,VTR-2020-8555
15315,2025-06-01,1,37,134,3,15183,3271.13,Approved,Direktvergabe,250,2025-06-08,PO-642127,
15316,2022-09-08,1,21,87,6,19197,2016.13,Approved,Ausschreibung,15,2022-09-11,,VTR-2024-2404
15317,2025-04-29,2,26,134,1,18792,1007.65,Approved,Direktvergabe,445,2025-05-01,PO-947914,VTR-2025-7626
15318,2022-09-06,1,23,65,14,4539,307.17,Approved,Ausschreibung,827,2022-09-08,,
15319,2024-05-18,3,15,55,8,1922,1625.31,Approved,Ausschreibung,446,2024-05-19,,VTR-2022-5120
15320,2023-04-11,2,30,33,8,10244,1173.85,Approved,Direktvergabe,326,2023-04-15,,
15321,2023-07-25,3,31,106,7,12278,975.27,Approved,Vertrag,57,2023-07-29,,
15322,2023-01-29,3,30,186,15,18505,523.51,Approved,Vertrag,50,2023-01-30,PO-643425,VTR-2020-3244
15323,2023-11-15,2,29,124,5,13432,740.25,Approved,Ausschreibung,393,2023-11-20,,
15324,2022-02-01,3,11,33,7,9077,1029.78,Approved,Direktvergabe,7,2022-02-04,PO-681478,VTR-2021-9195
15325,2022-02-04,2,21,96,1,15362,1621.96,Approved,Ausschreibung,808,2022-02-07,,VTR-2020-6877
15326,2024-10-20,3,30,165,10,939,33.95,Approved,Ausschreibung,784,2024-10-25,PO-778324,
15327,2023-05-13,2,24,61,7,4411,327.49,Approved,Direktvergabe,311,2023-05-16,PO-247995,VTR-2023-2376
15328,2022-06-16,2,37,197,15,3346,628.7,Approved,Vertrag,131,2022-06-17,PO-962419,VTR-2023-7262
15329,2025-05-24,1,23,142,2,4021,1470.73,Approved,Vertrag,781,2025-05-28,,VTR-2023-7416
15330,2024-05-28,1,25,73,15,19680,2153.1,Pending,Ausschreibung,,,PO-962735,
15331,2022-10-26,3,23,146,6,6404,856.85,Approved,Direktvergabe,473,2022-10-27,PO-607003,VTR-2022-5987
15332,2022-10-21,2,34,145,1,213,1154.77,Approved,Vertrag,616,2022-10-22,PO-741357,VTR-2022-2047
15333,2025-03-04,2,29,67,13,16183,1078.24,Approved,Ausschreibung,794,2025-03-06,PO-529435,
15334,2025-03-12,3,15,186,5,3749,177.16,Approved,Direktvergabe,787,2025-03-15,PO-775297,VTR-2021-4282
15335,2024-01-06,2,28,121,9,4311,1784.13,Approved,Direktvergabe,523,2024-01-09,PO-521828,VTR-2020-3575
15336,2024-10-21,1,18,42,11,4552,598.24,Approved,Direktvergabe,629,2024-10-22,PO-926226,VTR-2020-1181
15337,2023-04-18,3,29,149,10,19942,229.12,Approved,Vertrag,942,2023-04-23,PO-481786,VTR-2021-2596
15338,2025-05-14,2,33,74,14,12388,1805.41,Pending,Direktvergabe,,,PO-134881,VTR-2020-1235
15339,2022-08-05,2,40,146,4,13093,928.58,Approved,Direktvergabe,805,2022-08-09,PO-884799,
15340,2022-12-17,3,33,16,9,14177,1315.87,Approved,Direktvergabe,129,2022-12-19,,
15341,2023-10-09,1,23,189,2,6637,2934.19,Approved,Ausschreibung,570,2023-10-12,PO-165910,VTR-2022-8765
15342,2023-11-16,1,12,108,14,750,3543.32,Approved,Ausschreibung,903,2023-11-20,,
15343,2023-12-10,2,11,43,3,14279,1463.96,Approved,Direktvergabe,722,2023-12-16,,
15344,2022-07-02,1,15,101,7,1550,2222.15,Approved,Vertrag,270,2022-07-05,PO-458613,VTR-2022-2861
15345,2022-02-28,2,26,195,3,12798,1283.96,Approved,Vertrag,466,2022-03-05,PO-236503,
15346,2024-02-23,2,20,160,4,14964,1781.84,Approved,Vertrag,103,2024-02-24,,
15347,2024-12-13,1,38,85,13,19312,3146.15,Rejected,Direktvergabe,970,2024-12-14,PO-747019,VTR-2024-9258
15348,2025-03-01,1,30,170,2,619,3009.16,Approved,Direktvergabe,192,2025-03-08,PO-629298,
15349,2023-02-11,2,16,186,8,8480,266.33,Approved,Direktvergabe,897,2023-02-16,PO-862509,
15350,2023-11-06,2,37,69,7,2231,888.64,Approved,Vertrag,462,2023-11-12,,VTR-2025-1840
15351,2022-12-25,2,21,129,11,11051,394.41,Approved,Ausschreibung,966,2022-12-29,PO-346101,VTR-2022-3821
15352,2022-02-13,1,37,172,6,17611,226.04,Pending,Ausschreibung,,,PO-946072,VTR-2024-9139
15353,2023-11-08,3,12,165,15,12370,1975.43,Rejected,Ausschreibung,932,2023-11-09,,VTR-2022-2421
15354,2025-04-12,2,29,26,8,16310,1114.34,Approved,Ausschreibung,944,2025-04-17,,
15355,2023-02-19,1,24,8,6,7812,4876.39,Approved,Direktvergabe,641,2023-02-21,PO-902855,
15356,2025-04-07,2,13,91,3,8853,1415.19,Approved,Direktvergabe,474,2025-04-09,PO-499946,
15357,2023-02-25,3,35,124,10,6925,896.51,Pending,Vertrag,,,PO-179718,VTR-2025-6446
15358,2023-10-22,2,24,80,14,15604,559.57,Approved,Direktvergabe,372,2023-10-24,PO-484273,VTR-2022-2761
15359,2023-12-29,2,12,100,10,3474,67.76,Approved,Direktvergabe,117,2023-12-31,PO-252650,VTR-2022-9166
15360,2023-09-26,2,10,51,15,2826,1581.25,Approved,Ausschreibung,620,2023-09-27,PO-578317,VTR-2023-6257
15361,2022-12-12,1,10,117,15,14441,2471.77,Approved,Ausschreibung,210,2022-12-14,PO-209745,
15362,2025-02-04,2,25,162,11,6184,941.59,Approved,Ausschreibung,551,2025-02-10,PO-762600,
15363,2025-05-04,2,39,135,9,6384,898.68,Approved,Vertrag,463,2025-05-06,PO-787035,VTR-2020-1098
15364,2022-01-19,1,22,68,10,17341,828.35,Approved,Vertrag,67,2022-01-24,PO-291710,
15365,2024-12-02,1,31,160,14,5766,935.23,Approved,Vertrag,439,2024-12-07,PO-864308,VTR-2023-5438
15366,2022-11-05,3,30,104,13,12554,1422.37,Rejected,Ausschreibung,757,2022-11-10,PO-492586,
15367,2023-08-23,2,17,198,3,2811,1754.37,Approved,Vertrag,465,2023-08-28,PO-265179,VTR-2025-5715
15368,2024-07-08,3,31,137,5,11474,1907.69,Approved,Direktvergabe,850,2024-07-11,,VTR-2022-9097
15369,2025-06-22,1,33,171,11,4578,1268.78,Approved,Ausschreibung,470,2025-06-26,PO-272267,VTR-2022-2467
15370,2024-06-18,3,29,20,2,15351,38.77,Rejected,Ausschreibung,990,2024-06-25,PO-968676,VTR-2023-6450
15371,2024-10-30,3,25,137,3,13098,358.44,Approved,Direktvergabe,761,2024-11-05,,
15372,2024-11-10,1,38,81,12,980,4854.67,Approved,Direktvergabe,911,2024-11-16,PO-556129,VTR-2025-5022
15373,2023-03-02,1,35,22,12,12510,1403.09,Approved,Ausschreibung,770,2023-03-04,PO-312120,VTR-2024-6318
15374,2022-01-04,3,16,92,8,4231,616.48,Approved,Direktvergabe,751,2022-01-06,PO-179162,
15375,2024-02-27,2,19,120,14,19361,615.38,Approved,Vertrag,669,2024-03-01,PO-941228,
15376,2025-05-18,1,18,94,5,10762,4496.72,Approved,Vertrag,118,2025-05-19,PO-150590,
15377,2024-02-24,2,40,156,4,2291,607.26,Pending,Ausschreibung,,,PO-430428,
15378,2024-12-30,1,24,82,1,2293,3592.05,Approved,Direktvergabe,129,2025-01-02,PO-725144,
15379,2022-04-09,1,19,34,14,8095,3963.14,Approved,Direktvergabe,16,2022-04-14,,VTR-2022-9582
15380,2023-04-10,3,25,23,15,17071,1066.05,Approved,Direktvergabe,838,2023-04-11,,VTR-2023-2058
15381,2022-06-22,1,19,131,13,10580,2131.66,Approved,Vertrag,8,2022-06-28,,
15382,2024-09-04,3,34,25,14,18955,1934.3,Approved,Ausschreibung,255,2024-09-07,PO-682192,
15383,2022-05-03,2,21,7,3,1904,212.3,Approved,Vertrag,720,2022-05-05,PO-628848,VTR-2021-4649
15384,2024-11-25,3,37,136,3,16846,1769.34,Approved,Direktvergabe,66,2024-12-02,PO-302116,VTR-2025-4480
15385,2022-03-03,1,26,6,15,14570,2263.72,Approved,Vertrag,675,2022-03-06,,
15386,2025-04-13,2,12,178,3,9916,760.76,Approved,Direktvergabe,593,2025-04-14,PO-567640,VTR-2023-1891
15387,2022-07-25,3,38,181,15,1748,571.98,Approved,Vertrag,284,2022-07-29,PO-758716,
15388,2025-02-27,1,39,78,14,7791,1742.66,Approved,Ausschreibung,484,2025-03-05,,VTR-2020-4256
15389,2023-03-24,1,37,146,3,12210,265.86,Approved,Ausschreibung,960,2023-03-29,,
15390,2023-08-18,2,31,187,1,7936,1516.67,Approved,Vertrag,780,2023-08-25,PO-889518,
15391,2024-08-27,2,10,90,9,1265,1267.66,Approved,Ausschreibung,431,2024-09-02,PO-220424,VTR-2024-9434
15392,2023-12-24,2,40,89,1,1051,432.27,Pending,Vertrag,,,PO-575743,VTR-2021-5483
15393,2023-03-29,1,39,94,4,19722,1230.46,Approved,Vertrag,869,2023-04-03,PO-312024,
15394,2025-06-22,1,20,75,11,14130,741.85,Approved,Vertrag,14,2025-06-29,,
15395,2022-12-11,1,15,53,7,8381,2093.55,Pending,Vertrag,,,PO-820517,
15396,2023-06-22,2,23,127,8,16750,116.91,Approved,Ausschreibung,583,2023-06-25,PO-647695,
15397,2022-02-22,2,36,101,13,15733,1648.41,Approved,Direktvergabe,256,2022-02-23,PO-919455,
15398,2024-01-23,1,18,69,6,17127,3343.24,Approved,Vertrag,661,2024-01-28,PO-388209,
15399,2024-12-05,3,15,175,12,14368,1934.99,Approved,Vertrag,502,2024-12-06,PO-719423,VTR-2025-3937
15400,2024-03-03,3,27,44,12,15918,611.03,Approved,Ausschreibung,911,2024-03-05,,VTR-2020-3791
15401,2023-01-23,2,13,174,14,17764,235.67,Approved,Direktvergabe,103,2023-01-29,PO-838712,VTR-2025-2622
15402,2023-07-02,1,19,40,4,7287,3584.59,Approved,Vertrag,203,2023-07-07,PO-625085,
15403,2024-10-01,2,23,109,4,6292,1267.58,Approved,Direktvergabe,790,2024-10-03,,VTR-2020-8422
15404,2024-09-10,2,38,123,11,4869,1968.91,Approved,Direktvergabe,961,2024-09-16,PO-364274,VTR-2024-9379
15405,2023-05-31,3,28,120,11,11406,629.65,Pending,Direktvergabe,,,PO-325096,
15406,2023-01-06,2,34,18,11,1762,1442.65,Approved,Vertrag,192,2023-01-13,PO-541149,
15407,2022-03-08,1,15,176,12,6882,2747.86,Approved,Direktvergabe,537,2022-03-12,PO-403524,
15408,2024-04-10,2,28,159,14,3000,461.24,Approved,Ausschreibung,940,2024-04-16,PO-128284,VTR-2023-4310
15409,2023-10-22,1,25,142,8,4096,4855.46,Approved,Direktvergabe,194,2023-10-28,PO-756126,
15410,2023-07-22,1,17,186,10,14054,2714.52,Approved,Ausschreibung,932,2023-07-25,PO-106815,
15411,2024-01-17,2,16,22,8,14812,364.02,Approved,Direktvergabe,551,2024-01-21,PO-437427,VTR-2022-1130
15412,2022-11-20,1,20,30,12,6500,1651.57,Approved,Ausschreibung,848,2022-11-22,PO-910676,
15413,2023-04-14,3,29,178,5,1659,1288.53,Approved,Ausschreibung,783,2023-04-21,PO-213402,
15414,2025-05-04,2,25,116,4,7391,439.74,Approved,Vertrag,494,2025-05-09,PO-921139,VTR-2021-5160
15415,2025-01-11,2,39,132,10,18978,98.35,Approved,Direktvergabe,395,2025-01-17,PO-612107,VTR-2024-6493
15416,2024-06-13,1,32,93,10,17470,4169.92,Approved,Ausschreibung,744,2024-06-15,,
15417,2023-08-18,2,11,101,8,11543,1349.16,Approved,Vertrag,157,2023-08-20,PO-846589,VTR-2022-4073
15418,2023-05-21,1,25,121,11,974,1542.06,Approved,Vertrag,147,2023-05-24,PO-655201,VTR-2021-9069
15419,2022-11-28,1,12,57,1,19963,4237.44,Approved,Vertrag,452,2022-12-04,,
15420,2024-01-07,1,29,39,5,9645,4406.54,Approved,Direktvergabe,19,2024-01-09,PO-927564,VTR-2023-7440
15421,2023-07-21,1,20,16,4,2772,3007.29,Approved,Ausschreibung,432,2023-07-24,,VTR-2021-6280
15422,2022-09-15,2,23,68,12,1104,1509.8,Approved,Ausschreibung,444,2022-09-17,,
15423,2022-06-04,1,37,79,5,16658,2829.79,Approved,Direktvergabe,34,2022-06-09,PO-698385,VTR-2021-3646
15424,2024-06-14,1,35,46,9,18167,94.45,Rejected,Direktvergabe,860,2024-06-16,PO-714193,
15425,2023-12-28,2,15,13,4,648,1362.91,Approved,Ausschreibung,652,2024-01-03,PO-744075,VTR-2025-1105
15426,2025-03-24,1,28,98,9,9106,4381.54,Approved,Ausschreibung,247,2025-03-31,PO-532508,
15427,2023-10-24,2,17,92,1,16345,343.5,Approved,Vertrag,656,2023-10-27,,VTR-2023-3197
15428,2025-01-04,1,14,113,6,11133,1940.91,Approved,Vertrag,156,2025-01-06,PO-703760,VTR-2024-4727
15429,2025-06-16,3,34,38,15,1934,26.48,Approved,Ausschreibung,190,2025-06-20,PO-469022,
15430,2023-02-21,2,36,53,15,287,866.63,Approved,Ausschreibung,203,2023-02-22,,VTR-2020-6865
15431,2025-01-24,2,12,80,15,3361,1587.76,Approved,Ausschreibung,731,2025-01-26,PO-502490,VTR-2020-5224
15432,2024-03-29,1,13,164,3,13617,4513.72,Approved,Direktvergabe,920,2024-04-03,,VTR-2020-6701
15433,2023-04-13,3,24,139,10,2079,1875.43,Approved,Direktvergabe,225,2023-04-17,PO-912355,VTR-2020-4573
15434,2024-12-29,2,30,76,4,13308,248.72,Approved,Vertrag,717,2025-01-03,,VTR-2023-8712
15435,2023-12-27,3,14,192,8,11861,382.58,Approved,Direktvergabe,5,2023-12-29,PO-998236,VTR-2021-3545
15436,2023-05-03,1,36,21,11,2492,3751.67,Approved,Vertrag,353,2023-05-04,PO-662669,VTR-2024-2620
15437,2023-10-16,2,29,47,2,6535,1847.8,Approved,Direktvergabe,505,2023-10-17,PO-518318,VTR-2024-7362
15438,2023-01-18,3,15,176,2,15531,789.29,Pending,Vertrag,,,PO-153355,VTR-2024-4095
15439,2023-12-06,1,18,87,7,13216,4841.3,Approved,Ausschreibung,236,2023-12-08,PO-268221,VTR-2023-2499
15440,2022-09-28,2,15,120,7,17631,712.07,Approved,Direktvergabe,603,2022-10-03,PO-882693,
15441,2022-02-26,1,17,5,4,9910,4098.4,Approved,Vertrag,707,2022-03-04,PO-409003,VTR-2021-8738
15442,2022-01-31,2,25,24,15,16443,480.04,Approved,Vertrag,311,2022-02-06,PO-732527,VTR-2023-8881
15443,2022-09-17,2,13,189,8,3287,1378.85,Approved,Vertrag,504,2022-09-23,PO-383343,VTR-2023-8889
15444,2023-01-16,3,28,181,7,13845,1102.72,Approved,Direktvergabe,637,2023-01-23,PO-728499,
15445,2025-04-09,3,38,145,14,16434,1997.52,Approved,Ausschreibung,984,2025-04-14,PO-480710,VTR-2020-1258
15446,2023-10-17,1,37,107,12,2114,319.52,Approved,Direktvergabe,95,2023-10-20,PO-680499,VTR-2024-4044
15447,2024-12-16,3,31,133,3,14965,151.27,Pending,Vertrag,,,PO-848803,
15448,2024-02-18,2,33,153,13,16676,1680.05,Approved,Ausschreibung,182,2024-02-23,,
15449,2024-01-01,1,33,117,4,10901,1018.7,Approved,Ausschreibung,650,2024-01-06,PO-668557,
15450,2024-11-04,3,27,16,2,8979,1100.32,Approved,Ausschreibung,432,2024-11-06,PO-530150,
15451,2022-03-26,2,37,177,4,12987,1541.31,Approved,Direktvergabe,370,2022-03-29,PO-985437,
15452,2023-11-18,2,25,151,12,14607,1710.17,Approved,Vertrag,625,2023-11-21,PO-270173,
15453,2022-02-16,2,39,122,12,1602,1609.52,Approved,Vertrag,710,2022-02-23,,
15454,2023-04-20,3,32,75,1,1088,694.92,Approved,Direktvergabe,525,2023-04-22,PO-420340,
15455,2022-08-14,2,16,107,2,2722,1631.98,Approved,Vertrag,494,2022-08-17,PO-438036,VTR-2022-5883
15456,2023-09-18,1,26,93,4,2949,3579.55,Pending,Vertrag,,,PO-341989,
15457,2024-03-27,1,17,53,3,2910,2934.26,Approved,Ausschreibung,545,2024-03-30,,VTR-2024-4634
15458,2024-11-29,2,10,140,11,18986,1151.9,Approved,Vertrag,770,2024-11-30,PO-278218,
15459,2024-02-28,2,31,125,2,9993,785.15,Approved,Ausschreibung,841,2024-02-29,,VTR-2025-3351
15460,2023-12-19,2,10,55,12,10510,1918.53,Approved,Ausschreibung,614,2023-12-24,,VTR-2020-5060
15461,2022-04-29,2,30,50,9,11407,136.7,Approved,Ausschreibung,824,2022-05-04,,VTR-2022-6571
15462,2024-11-12,2,29,112,10,120,523.38,Approved,Direktvergabe,520,2024-11-15,,
